effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,exist,slot,summary,defindex,scrape_timestamp,usd_price,key_low,key_high,key_mid,item_type,bp_price_keys_equivalent,has_price
99,Nebula,Captain Space Mann,706667.0,10000–14700 keys,30,misc,Level 1-100 Helmet,30646,2026-07-22T19:06:53,21553.34,10000.0,14700.0,12350.0,cosmetic,11584.704918032787,True
99,Nebula,Corona Australis,177382.0,3100 keys,4,misc,Level 1-100 Cosmetic Augmentation,30648,2026-07-22T19:06:53,5410.15,3100.0,3100.0,3100.0,cosmetic,2907.901639344262,True
99,Nebula,Universal Translator,29754.4,480–560 keys,538,misc,Level 1-100 Hat,30658,2026-07-22T19:06:53,907.51,480.0,560.0,520.0,cosmetic,487.7770491803279,True
99,Nebula,Phononaut,21772.21,361–400 keys,100,misc,Level 1-100 Hat,30647,2026-07-22T19:06:53,664.05,361.0,400.0,380.5,cosmetic,356.92147540983603,True
99,Nebula,A Head Full of Hot Air,6608.91,109–122 keys,502,misc,Level 1-100 Hat,30662,2026-07-22T19:06:53,201.57,109.0,122.0,115.5,cosmetic,108.3427868852459,True
74,Spellbound,Antlers,938408.0,16400 keys,2,misc,Level 1-100 Cosmetic Item,993,2026-07-22T19:06:53,28621.44,16400.0,16400.0,16400.0,cosmetic,15383.737704918032,True
74,Spellbound,Virtual Viewfinder,791066.5,12000–15650 keys,1,misc,Level 1-100 Headset,30140,2026-07-22T19:06:53,24127.53,12000.0,15650.0,13825.0,cosmetic,12968.303278688525,True
74,Spellbound,Hong Kong Cone,786775.0,13750 keys,1,misc,Level 1-100 Hat,30177,2026-07-22T19:06:53,23996.64,13750.0,13750.0,13750.0,cosmetic,12897.95081967213,True
74,Spellbound,Soldered Sensei,746721.0,13050 keys,6,misc,Level 1-100 Hat,30004,2026-07-22T19:06:53,22774.99,13050.0,13050.0,13050.0,cosmetic,12241.327868852459,True
74,Spellbound,Patriot Peak,660891.0,11550 keys,0,misc,Level 1-100 Hat,30743,2026-07-22T19:06:53,20157.18,11550.0,11550.0,11550.0,cosmetic,10834.27868852459,True
74,Spellbound,Crone's Dome,492092.0,8600 keys,2,misc,Level 1-100 Hat,920,2026-07-22T19:06:53,15008.81,8600.0,8600.0,8600.0,cosmetic,8067.081967213115,True
74,Spellbound,War Pig,443455.0,7750 keys,5,misc,Level 1-100 Headgear,829,2026-07-22T19:06:53,13525.38,7750.0,7750.0,7750.0,cosmetic,7269.754098360656,True
74,Spellbound,Chieftain's Challenge,329015.0,5750 keys,1,misc,Level 1-100 Hat,250,2026-07-22T19:06:53,10034.96,5750.0,5750.0,5750.0,cosmetic,5393.688524590164,True
