scrape_timestamp,source_url,item_name,item_type,quality,craftable,price_ref,key_price_ref,price_keys_equivalent,source_price_low,source_price_high,source_price_unit,price_is_range,display_price,display_unit,price_text,usd_price,stats_url
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,'Contract Campaigner' War Paint Civilian Grade Keyless Case #114,,Unique,True,6.775,64.555,0.10494926806599024,5.0,8.55,ref,True,6.775,ref,5–8.55 ref,,https://backpack.tf/stats/Unique/%27Contract%20Campaigner%27%20War%20Paint%0ACivilian%20Grade%20Keyless%20Case/Tradable/Craftable/114
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,'Contract Campaigner' War Paint Freelance Grade Keyless Case #115,,Unique,True,3.7199999999999998,64.555,0.05762528076833707,3.11,4.33,ref,True,3.7199999999999998,ref,3.11–4.33 ref,,https://backpack.tf/stats/Unique/%27Contract%20Campaigner%27%20War%20Paint%0AFreelance%20Grade%20Keyless%20Case/Tradable/Craftable/115
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,'Contract Campaigner' War Paint Mercenary Grade Keyless Case #116,,Unique,True,9.055,64.555,0.1402679885369065,8.0,10.11,ref,True,9.055,ref,8–10.11 ref,,https://backpack.tf/stats/Unique/%27Contract%20Campaigner%27%20War%20Paint%0AMercenary%20Grade%20Keyless%20Case/Tradable/Craftable/116
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,'Decorated War Hero' War Paint Civilian Grade Keyless Case #111,,Unique,True,1.385,64.555,0.02145457361939431,1.33,1.44,ref,True,1.385,ref,1.33–1.44 ref,,https://backpack.tf/stats/Unique/%27Decorated%20War%20Hero%27%20War%20Paint%0ACivilian%20Grade%20Keyless%20Case/Tradable/Craftable/111
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,'Decorated War Hero' War Paint Freelance Grade Keyless Case #112,,Unique,True,5.0,64.555,0.07745333436604444,5.0,5.0,ref,False,5.0,ref,5 ref,,https://backpack.tf/stats/Unique/%27Decorated%20War%20Hero%27%20War%20Paint%0AFreelance%20Grade%20Keyless%20Case/Tradable/Craftable/112
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,'Decorated War Hero' War Paint Mercenary Grade Keyless Case #113,,Unique,True,5.5,64.555,0.0851986678026489,4.0,7.0,ref,True,5.5,ref,4–7 ref,,https://backpack.tf/stats/Unique/%27Decorated%20War%20Hero%27%20War%20Paint%0AMercenary%20Grade%20Keyless%20Case/Tradable/Craftable/113
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Brush with Death,,Collector's,True,12911.000000000002,64.555,200.0,200.0,200.0,keys,False,200.0,keys,200 keys,,https://backpack.tf/stats/Collector%27s/A%20Brush%20with%20Death/Tradable/Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Brush with Death,,Strange,True,1129.7125,64.555,17.5,16.0,19.0,keys,True,17.5,keys,16–19 keys,,https://backpack.tf/stats/Strange/A%20Brush%20with%20Death/Tradable/Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Brush with Death,,Unique,True,5.275,64.555,0.0817132677561769,4.55,6.0,ref,True,5.275,ref,4.55–6 ref,,https://backpack.tf/stats/Unique/A%20Brush%20with%20Death/Tradable/Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Color Similar to Slate,,Unique,False,69.396625,64.555,1.075,0.95,1.2,keys,True,1.075,keys,0.95–1.2 keys,,https://backpack.tf/stats/Unique/A%20Color%20Similar%20to%20Slate/Tradable/Non-Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Color Similar to Slate,,Unique,True,11.995000000000001,64.555,0.18581054914414066,11.44,12.55,ref,True,11.995000000000001,ref,11.44–12.55 ref,,https://backpack.tf/stats/Unique/A%20Color%20Similar%20to%20Slate/Tradable/Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Deep Commitment to Purple,,Unique,False,32.11,64.555,0.49740531329873744,29.22,35.0,ref,True,32.11,ref,29.22–35 ref,,https://backpack.tf/stats/Unique/A%20Deep%20Commitment%20to%20Purple/Tradable/Non-Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Deep Commitment to Purple,,Unique,True,30.775,64.555,0.47672527302300355,28.44,33.11,ref,True,30.775,ref,28.44–33.11 ref,,https://backpack.tf/stats/Unique/A%20Deep%20Commitment%20to%20Purple/Tradable/Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Distinctive Lack of Hue,,Unique,False,80.69375000000001,64.555,1.25,1.15,1.35,keys,True,1.25,keys,1.15–1.35 keys,,https://backpack.tf/stats/Unique/A%20Distinctive%20Lack%20of%20Hue/Tradable/Non-Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Distinctive Lack of Hue,,Unique,True,187.20950000000002,64.555,2.9,2.75,3.05,keys,True,2.9,keys,2.75–3.05 keys,,https://backpack.tf/stats/Unique/A%20Distinctive%20Lack%20of%20Hue/Tradable/Craftable
2026-08-19T01:59:32,https://backpack.tf/api/IGetPrices/v4,A Handsome Handy Thing,,Strange,True,4.609999999999999,64.555,0.07141197428549298,4.22,5.0,ref,True,4.609999999999999,ref,4.22–5 ref,,https://backpack.tf/stats/Strange/A%20Handsome%20Handy%20Thing/Tradable/Craftable
