effect_id,effect_name,defindex,item_name,listings_old,average_price_old,median_price_old,listings_new,average_price_new,median_price_new,_merge,price_change,percent_change,listing_change,status
62,Disco Beat Down,31494,Dapper Noel,,,,1,25.19060818522746,25.19060818522746,right_only,,,,New Listing
86,Haunted Phantasm Jr,94,Texas Ten Gallon,,,,1,95.16451981085928,95.16451981085928,right_only,,,,New Listing
86,Haunted Phantasm Jr,95,Engineer's Cap,,,,1,233.24637208543945,233.24637208543945,right_only,,,,New Listing
86,Haunted Phantasm Jr,98,Stainless Pot,,,,1,172.6023153432252,172.6023153432252,right_only,,,,New Listing
86,Haunted Phantasm Jr,99,Tyrant's Helm,,,,1,1259.5304092613728,1259.5304092613728,right_only,,,,New Listing
86,Haunted Phantasm Jr,100,Glengarry Bonnet,,,,1,132.4839393445296,132.4839393445296,right_only,,,,New Listing
86,Haunted Phantasm Jr,105,Brigade Helm,,,,1,433.8382520789173,433.8382520789173,right_only,,,,New Listing
86,Haunted Phantasm Jr,110,Master's Yellow Belt,,,,1,2052.568074351867,2052.568074351867,right_only,,,,New Listing
86,Haunted Phantasm Jr,139,Modest Pile of Hat,,,,1,99.3629545083972,99.3629545083972,right_only,,,,New Listing
86,Haunted Phantasm Jr,147,Magistrate's Mullet,,,,1,30.788521115278005,30.788521115278005,right_only,,,,New Listing
86,Haunted Phantasm Jr,148,Hotrod,,,,1,65.30898418392304,65.30898418392304,right_only,,,,New Listing
86,Haunted Phantasm Jr,150,Troublemaker's Tossle Cap,,,,1,303.22028371107126,303.22028371107126,right_only,,,,New Listing
86,Haunted Phantasm Jr,152,Killer's Kabuto,,,,1,135.28289580955487,135.28289580955487,right_only,,,,New Listing
86,Haunted Phantasm Jr,158,Shooter's Sola Topi,,,,1,25.19060818522746,25.19060818522746,right_only,,,,New Listing
86,Haunted Phantasm Jr,174,Whoopee Cap,,,,1,298.5553562693625,298.5553562693625,right_only,,,,New Listing
86,Haunted Phantasm Jr,177,Ze Goggles,,,,1,74.63883906734063,74.63883906734063,right_only,,,,New Listing
86,Haunted Phantasm Jr,179,Tippler's Tricorne,,,,1,37.31941953367031,37.31941953367031,right_only,,,,New Listing
86,Haunted Phantasm Jr,184,Gentleman's Gatsby,,,,1,54.57965106799283,54.57965106799283,right_only,,,,New Listing
86,Haunted Phantasm Jr,219,Milkman,,,,1,51.31420185879667,51.31420185879667,right_only,,,,New Listing
86,Haunted Phantasm Jr,227,Grenadier's Softcap,,,,1,214.58666231860428,214.58666231860428,right_only,,,,New Listing
86,Haunted Phantasm Jr,247,Old Guadalajara,,,,1,207.12277841187023,207.12277841187023,right_only,,,,New Listing
86,Haunted Phantasm Jr,249,Bombing Run,,,,1,223.91651720202185,223.91651720202185,right_only,,,,New Listing
86,Haunted Phantasm Jr,250,Chieftain's Challenge,,,,1,349.8695581281592,349.8695581281592,right_only,,,,New Listing
86,Haunted Phantasm Jr,251,Stout Shako,,,,1,34.986955812815914,34.986955812815914,right_only,,,,New Listing
86,Haunted Phantasm Jr,253,Handyman's Handle,,,,1,180.06619924995923,180.06619924995923,right_only,,,,New Listing
86,Haunted Phantasm Jr,254,Hard Counter,,,,1,23.324637208543944,23.324637208543944,right_only,,,,New Listing
86,Haunted Phantasm Jr,290,Cadaver's Cranium,,,,1,167.9373879015164,167.9373879015164,right_only,,,,New Listing
